country_id,country,world_region,year,income_groups,income_per_person,life_expectancy
ago,Angola,sub_saharan_africa,1977,upper_middle_income,5110,49.6
ago,Angola,sub_saharan_africa,1978,upper_middle_income,4720,49.7
ago,Angola,sub_saharan_africa,1979,upper_middle_income,4610,49.8
ago,Angola,sub_saharan_africa,1980,upper_middle_income,4590,49.9
ago,Angola,sub_saharan_africa,1981,upper_middle_income,4250,50
ago,Angola,sub_saharan_africa,1982,upper_middle_income,4110,50
ago,Angola,sub_saharan_africa,1983,upper_middle_income,4140,50.1
ago,Angola,sub_saharan_africa,1984,upper_middle_income,4240,50.2
ago,Angola,sub_saharan_africa,1985,upper_middle_income,4260,50.3
ago,Angola,sub_saharan_africa,1986,upper_middle_income,4290,50.2
ago,Angola,sub_saharan_africa,1987,upper_middle_income,4480,50
ago,Angola,sub_saharan_africa,1988,upper_middle_income,4620,49.8
ago,Angola,sub_saharan_africa,1989,upper_middle_income,4530,50.2
ago,Angola,sub_saharan_africa,1990,upper_middle_income,4390,50.2
ago,Angola,sub_saharan_africa,1991,upper_middle_income,4210,50.8
ago,Angola,sub_saharan_africa,1992,upper_middle_income,3790,51
ago,Angola,sub_saharan_africa,1993,upper_middle_income,2760,49.7
ago,Angola,sub_saharan_africa,1994,upper_middle_income,2770,51.1
ago,Angola,sub_saharan_africa,1995,upper_middle_income,2970,52
ago,Angola,sub_saharan_africa,1996,upper_middle_income,3210,52.3
ago,Angola,sub_saharan_africa,1997,upper_middle_income,3370,52.7
ago,Angola,sub_saharan_africa,1998,upper_middle_income,3500,52.8
ago,Angola,sub_saharan_africa,1999,upper_middle_income,3510,52.9
ago,Angola,sub_saharan_africa,2000,upper_middle_income,3510,53.4
ago,Angola,sub_saharan_africa,2001,upper_middle_income,3540,53.6
ago,Angola,sub_saharan_africa,2002,upper_middle_income,3180,54.5
ago,Angola,sub_saharan_africa,2003,upper_middle_income,3240,55.1
ago,Angola,sub_saharan_africa,2004,upper_middle_income,3460,55.7
ago,Angola,sub_saharan_africa,2005,upper_middle_income,3950,56.5
ago,Angola,sub_saharan_africa,2006,upper_middle_income,4600,57
ago,Angola,sub_saharan_africa,2007,upper_middle_income,5440,57.8
ago,Angola,sub_saharan_africa,2008,upper_middle_income,5980,58.6
ago,Angola,sub_saharan_africa,2009,upper_middle_income,5910,59.3
ago,Angola,sub_saharan_africa,2010,upper_middle_income,5900,60.1
ago,Angola,sub_saharan_africa,2011,upper_middle_income,5910,60.9
ago,Angola,sub_saharan_africa,2012,upper_middle_income,6000,61.7
ago,Angola,sub_saharan_africa,2013,upper_middle_income,6190,62.5
ago,Angola,sub_saharan_africa,2014,upper_middle_income,6260,63.3
ago,Angola,sub_saharan_africa,2015,upper_middle_income,6230,64
ago,Angola,sub_saharan_africa,2016,upper_middle_income,6030,64.7
ago,Angola,sub_saharan_africa,2017,upper_middle_income,5940,64.9
ago,Angola,sub_saharan_africa,2018,upper_middle_income,5850,65.2
alb,Albania,europe_central_asia,1950,upper_middle_income,1920,54.5
alb,Albania,europe_central_asia,1951,upper_middle_income,2000,54.7
alb,Albania,europe_central_asia,1952,upper_middle_income,2010,55.2
alb,Albania,europe_central_asia,1953,upper_middle_income,2090,55.8
alb,Albania,europe_central_asia,1954,upper_middle_income,2150,56.5
alb,Albania,europe_central_asia,1955,upper_middle_income,2270,57.3
alb,Albania,europe_central_asia,1956,upper_middle_income,2290,58.3
alb,Albania,europe_central_asia,1957,upper_middle_income,2440,59.3
alb,Albania,europe_central_asia,1958,upper_middle_income,2550,60.4
alb,Albania,europe_central_asia,1959,upper_middle_income,2660,61.6
alb,Albania,europe_central_asia,1960,upper_middle_income,2790,62.7
alb,Albania,europe_central_asia,1961,upper_middle_income,2820,63.7
alb,Albania,europe_central_asia,1962,upper_middle_income,2910,64.6
alb,Albania,europe_central_asia,1963,upper_middle_income,3010,65.3
alb,Albania,europe_central_asia,1964,upper_middle_income,3110,65.9
alb,Albania,europe_central_asia,1965,upper_middle_income,3220,66.3
alb,Albania,europe_central_asia,1966,upper_middle_income,3340,66.5
alb,Albania,europe_central_asia,1967,upper_middle_income,3460,66.7
alb,Albania,europe_central_asia,1968,upper_middle_income,3580,66.9
alb,Albania,europe_central_asia,1969,upper_middle_income,3700,67.1
alb,Albania,europe_central_asia,1970,upper_middle_income,3830,67.4
alb,Albania,europe_central_asia,1971,upper_middle_income,3980,68
alb,Albania,europe_central_asia,1972,upper_middle_income,4120,68.6
alb,Albania,europe_central_asia,1973,upper_middle_income,4320,69.2
alb,Albania,europe_central_asia,1974,upper_middle_income,4320,69.8
alb,Albania,europe_central_asia,1975,upper_middle_income,4330,70.3
alb,Albania,europe_central_asia,1976,upper_middle_income,4340,70.8
alb,Albania,europe_central_asia,1977,upper_middle_income,4340,71.3
alb,Albania,europe_central_asia,1978,upper_middle_income,4350,71.7
alb,Albania,europe_central_asia,1979,upper_middle_income,4360,72
alb,Albania,europe_central_asia,1980,upper_middle_income,4390,72.3
alb,Albania,europe_central_asia,1981,upper_middle_income,4400,72.4
alb,Albania,europe_central_asia,1982,upper_middle_income,4410,72.5
alb,Albania,europe_central_asia,1983,upper_middle_income,4430,72.6
alb,Albania,europe_central_asia,1984,upper_middle_income,4440,72.8
alb,Albania,europe_central_asia,1985,upper_middle_income,4450,73
alb,Albania,europe_central_asia,1986,upper_middle_income,4470,73.2
alb,Albania,europe_central_asia,1987,upper_middle_income,4490,73.2
alb,Albania,europe_central_asia,1988,upper_middle_income,4510,73.4
alb,Albania,europe_central_asia,1989,upper_middle_income,4530,73.7
alb,Albania,europe_central_asia,1990,upper_middle_income,4560,73.9
alb,Albania,europe_central_asia,1991,upper_middle_income,3230,73.9
alb,Albania,europe_central_asia,1992,upper_middle_income,3010,73.9
alb,Albania,europe_central_asia,1993,upper_middle_income,3320,73.9
alb,Albania,europe_central_asia,1994,upper_middle_income,3620,74
alb,Albania,europe_central_asia,1995,upper_middle_income,4130,74.1
alb,Albania,europe_central_asia,1996,upper_middle_income,4530,74.3
alb,Albania,europe_central_asia,1997,upper_middle_income,4070,72.5
alb,Albania,europe_central_asia,1998,upper_middle_income,4460,74.3
alb,Albania,europe_central_asia,1999,upper_middle_income,5100,74.4
alb,Albania,europe_central_asia,2000,upper_middle_income,5470,74.4
alb,Albania,europe_central_asia,2001,upper_middle_income,5960,74.5
alb,Albania,europe_central_asia,2002,upper_middle_income,6230,74.5
alb,Albania,europe_central_asia,2003,upper_middle_income,6620,74.6
alb,Albania,europe_central_asia,2004,upper_middle_income,7020,74.7
alb,Albania,europe_central_asia,2005,upper_middle_income,7460,74.9
alb,Albania,europe_central_asia,2006,upper_middle_income,7920,75.2
alb,Albania,europe_central_asia,2007,upper_middle_income,8450,75.4
alb,Albania,europe_central_asia,2008,upper_middle_income,9150,75.6
alb,Albania,europe_central_asia,2009,upper_middle_income,9530,75.9
alb,Albania,europe_central_asia,2010,upper_middle_income,9930,76.3
alb,Albania,europe_central_asia,2011,upper_middle_income,10200,76.7
alb,Albania,europe_central_asia,2012,upper_middle_income,10400,77
alb,Albania,europe_central_asia,2013,upper_middle_income,10500,77.2
alb,Albania,europe_central_asia,2014,upper_middle_income,10700,77.4
alb,Albania,europe_central_asia,2015,upper_middle_income,11000,77.6
alb,Albania,europe_central_asia,2016,upper_middle_income,11400,77.7
alb,Albania,europe_central_asia,2017,upper_middle_income,11900,77.9
alb,Albania,europe_central_asia,2018,upper_middle_income,12400,78
and,Andorra,europe_central_asia,1970,high_income,33200,76
and,Andorra,europe_central_asia,1971,high_income,33000,76.3
and,Andorra,europe_central_asia,1972,high_income,34000,76.6
and,Andorra,europe_central_asia,1973,high_income,34900,76.9
and,Andorra,europe_central_asia,1974,high_income,35300,77.2
and,Andorra,europe_central_asia,1975,high_income,34100,77.4
and,Andorra,europe_central_asia,1976,high_income,34000,77.7
and,Andorra,europe_central_asia,1977,high_income,34000,78
and,Andorra,europe_central_asia,1978,high_income,33500,78.3
and,Andorra,europe_central_asia,1979,high_income,32500,78.6
and,Andorra,europe_central_asia,1980,high_income,32100,78.7
and,Andorra,europe_central_asia,1981,high_income,30800,78.8
and,Andorra,europe_central_asia,1982,high_income,29900,78.8
and,Andorra,europe_central_asia,1983,high_income,29100,78.8
and,Andorra,europe_central_asia,1984,high_income,28400,79
and,Andorra,europe_central_asia,1985,high_income,27800,79.1
and,Andorra,europe_central_asia,1986,high_income,27600,79.2
and,Andorra,europe_central_asia,1987,high_income,27900,79.3
and,Andorra,europe_central_asia,1988,high_income,28200,79.3
and,Andorra,europe_central_asia,1989,high_income,28400,79.4
and,Andorra,europe_central_asia,1990,high_income,28400,79.5
and,Andorra,europe_central_asia,1991,high_income,28000,79.5
and,Andorra,europe_central_asia,1992,high_income,27200,79.6
and,Andorra,europe_central_asia,1993,high_income,26000,79.8
and,Andorra,europe_central_asia,1994,high_income,25900,80
and,Andorra,europe_central_asia,1995,high_income,26100,80.3
and,Andorra,europe_central_asia,1996,high_income,27200,80.6
and,Andorra,europe_central_asia,1997,high_income,29700,81
and,Andorra,europe_central_asia,1998,high_income,30800,81.3
and,Andorra,europe_central_asia,1999,high_income,31900,81.5
and,Andorra,europe_central_asia,2000,high_income,31700,81.8
and,Andorra,europe_central_asia,2001,high_income,31800,82
and,Andorra,europe_central_asia,2002,high_income,31900,82.3
and,Andorra,europe_central_asia,2003,high_income,34500,82.4
and,Andorra,europe_central_asia,2004,high_income,36300,82.3
and,Andorra,europe_central_asia,2005,high_income,39800,82.5
and,Andorra,europe_central_asia,2006,high_income,42700,82.5
and,Andorra,europe_central_asia,2007,high_income,43400,82.7
and,Andorra,europe_central_asia,2008,high_income,41400,82.7
and,Andorra,europe_central_asia,2009,high_income,41700,82.7
and,Andorra,europe_central_asia,2010,high_income,39000,82.7
and,Andorra,europe_central_asia,2011,high_income,42000,82.6
and,Andorra,europe_central_asia,2012,high_income,41900,82.6
and,Andorra,europe_central_asia,2013,high_income,43700,82.6
and,Andorra,europe_central_asia,2014,high_income,44900,82.6
and,Andorra,europe_central_asia,2015,high_income,46600,82.5
and,Andorra,europe_central_asia,2016,high_income,48200,82.5
are,United Arab Emirates,middle_east_north_africa,1950,high_income,1210,43.4
are,United Arab Emirates,middle_east_north_africa,1951,high_income,1220,44
are,United Arab Emirates,middle_east_north_africa,1952,high_income,1220,45.3
are,United Arab Emirates,middle_east_north_africa,1953,high_income,1230,46.6
are,United Arab Emirates,middle_east_north_africa,1954,high_income,1240,47.9
are,United Arab Emirates,middle_east_north_africa,1955,high_income,1240,49.1
are,United Arab Emirates,middle_east_north_africa,1956,high_income,1250,50.3
are,United Arab Emirates,middle_east_north_africa,1957,high_income,1260,51.5
are,United Arab Emirates,middle_east_north_africa,1958,high_income,1410,52.7
are,United Arab Emirates,middle_east_north_africa,1959,high_income,1580,53.8
are,United Arab Emirates,middle_east_north_africa,1960,high_income,1770,55
are,United Arab Emirates,middle_east_north_africa,1961,high_income,1980,56.1
are,United Arab Emirates,middle_east_north_africa,1962,high_income,2220,57.2
are,United Arab Emirates,middle_east_north_africa,1963,high_income,2890,58.4
are,United Arab Emirates,middle_east_north_africa,1964,high_income,4920,59.5
are,United Arab Emirates,middle_east_north_africa,1965,high_income,8350,60.5
are,United Arab Emirates,middle_east_north_africa,1966,high_income,14200,61.6
are,United Arab Emirates,middle_east_north_africa,1967,high_income,24100,62.6
are,United Arab Emirates,middle_east_north_africa,1968,high_income,29000,63.5
are,United Arab Emirates,middle_east_north_africa,1969,high_income,34800,64.4
are,United Arab Emirates,middle_east_north_africa,1970,high_income,41800,65.2
are,United Arab Emirates,middle_east_north_africa,1971,high_income,40500,66.3
are,United Arab Emirates,middle_east_north_africa,1972,high_income,38800,66.8
are,United Arab Emirates,middle_east_north_africa,1973,high_income,59400,67.3
are,United Arab Emirates,middle_east_north_africa,1974,high_income,145000,67.8
are,United Arab Emirates,middle_east_north_africa,1975,high_income,163000,68.3
are,United Arab Emirates,middle_east_north_africa,1976,high_income,161000,68.9
are,United Arab Emirates,middle_east_north_africa,1977,high_income,163000,69.4
are,United Arab Emirates,middle_east_north_africa,1978,high_income,139000,69.8
are,United Arab Emirates,middle_east_north_africa,1979,high_income,155000,70.3
are,United Arab Emirates,middle_east_north_africa,1980,high_income,178000,70.8
are,United Arab Emirates,middle_east_north_africa,1981,high_income,176000,71.3
are,United Arab Emirates,middle_east_north_africa,1982,high_income,154000,71.7
are,United Arab Emirates,middle_east_north_africa,1983,high_income,141000,71.8
are,United Arab Emirates,middle_east_north_africa,1984,high_income,136000,72.2
are,United Arab Emirates,middle_east_north_africa,1985,high_income,126000,72.5
are,United Arab Emirates,middle_east_north_africa,1986,high_income,97100,72.5
are,United Arab Emirates,middle_east_north_africa,1987,high_income,98100,72.6
are,United Arab Emirates,middle_east_north_africa,1988,high_income,80100,72.6
are,United Arab Emirates,middle_east_north_africa,1989,high_income,89100,72.6
are,United Arab Emirates,middle_east_north_africa,1990,high_income,111000,72.8
are,United Arab Emirates,middle_east_north_africa,1991,high_income,106000,72.9
are,United Arab Emirates,middle_east_north_africa,1992,high_income,103000,73.1
are,United Arab Emirates,middle_east_north_africa,1993,high_income,98800,73.2
are,United Arab Emirates,middle_east_north_africa,1994,high_income,100000,73.4
are,United Arab Emirates,middle_east_north_africa,1995,high_income,102000,73.5
are,United Arab Emirates,middle_east_north_africa,1996,high_income,102000,73.7
are,United Arab Emirates,middle_east_north_africa,1997,high_income,105000,74
are,United Arab Emirates,middle_east_north_africa,1998,high_income,101000,74.3
are,United Arab Emirates,middle_east_north_africa,1999,high_income,98300,74.5
are,United Arab Emirates,middle_east_north_africa,2000,high_income,103000,74.8
are,United Arab Emirates,middle_east_north_africa,2001,high_income,99300,75.1
are,United Arab Emirates,middle_east_north_africa,2002,high_income,96400,75.4
are,United Arab Emirates,middle_east_north_africa,2003,high_income,98400,75.8
are,United Arab Emirates,middle_east_north_africa,2004,high_income,98600,76.2
are,United Arab Emirates,middle_east_north_africa,2005,high_income,92300,76.6
are,United Arab Emirates,middle_east_north_africa,2006,high_income,88600,76.8
are,United Arab Emirates,middle_east_north_africa,2007,high_income,79300,76.8
are,United Arab Emirates,middle_east_north_africa,2008,high_income,71700,76.8
are,United Arab Emirates,middle_east_north_africa,2009,high_income,61100,76.6
are,United Arab Emirates,middle_east_north_africa,2010,high_income,57600,76.5
are,United Arab Emirates,middle_east_north_africa,2011,high_income,58400,76.5
are,United Arab Emirates,middle_east_north_africa,2012,high_income,59800,76.4
are,United Arab Emirates,middle_east_north_africa,2013,high_income,62500,76.4
are,United Arab Emirates,middle_east_north_africa,2014,high_income,64100,76.4
are,United Arab Emirates,middle_east_north_africa,2015,high_income,66000,76.5
are,United Arab Emirates,middle_east_north_africa,2016,high_income,67100,76.6
are,United Arab Emirates,middle_east_north_africa,2017,high_income,67700,76.7
are,United Arab Emirates,middle_east_north_africa,2018,high_income,68200,76.9
arg,Argentina,america,1950,upper_middle_income,8320,60.6
arg,Argentina,america,1951,upper_middle_income,8430,60.9
arg,Argentina,america,1952,upper_middle_income,7800,61.5
arg,Argentina,america,1953,upper_middle_income,8030,62
arg,Argentina,america,1954,upper_middle_income,8180,62.5
arg,Argentina,america,1955,upper_middle_income,8580,62.9
arg,Argentina,america,1956,upper_middle_income,8640,63.2
arg,Argentina,america,1957,upper_middle_income,8910,63.5
arg,Argentina,america,1958,upper_middle_income,9280,63.7
arg,Argentina,america,1959,upper_middle_income,8510,63.9
arg,Argentina,america,1960,upper_middle_income,9030,64.1
arg,Argentina,america,1961,upper_middle_income,9510,64.2
arg,Argentina,america,1962,upper_middle_income,9190,64.3
arg,Argentina,america,1963,upper_middle_income,8820,64.3
arg,Argentina,america,1964,upper_middle_income,9590,64.4
arg,Argentina,america,1965,upper_middle_income,10300,64.5
arg,Argentina,america,1966,upper_middle_income,10200,64.6
arg,Argentina,america,1967,upper_middle_income,10400,64.7
arg,Argentina,america,1968,upper_middle_income,10700,64.9
arg,Argentina,america,1969,upper_middle_income,11400,65.1
arg,Argentina,america,1970,upper_middle_income,11900,65.4
arg,Argentina,america,1971,upper_middle_income,12200,65.7
arg,Argentina,america,1972,upper_middle_income,12200,66
arg,Argentina,america,1973,upper_middle_income,12500,66.4
arg,Argentina,america,1974,upper_middle_income,13000,66.8
arg,Argentina,america,1975,upper_middle_income,12800,67.3
arg,Argentina,america,1976,upper_middle_income,12600,67.8
arg,Argentina,america,1977,upper_middle_income,13300,68.2
arg,Argentina,america,1978,upper_middle_income,12700,68.8
arg,Argentina,america,1979,upper_middle_income,13500,69.4
arg,Argentina,america,1980,upper_middle_income,13500,69.8
arg,Argentina,america,1981,upper_middle_income,12600,70.2
arg,Argentina,america,1982,upper_middle_income,12100,70.5
arg,Argentina,america,1983,upper_middle_income,12400,70.6
arg,Argentina,america,1984,upper_middle_income,12600,70.9
arg,Argentina,america,1985,upper_middle_income,11600,71.3
arg,Argentina,america,1986,upper_middle_income,12300,71.6
arg,Argentina,america,1987,upper_middle_income,12500,71.8
arg,Argentina,america,1988,upper_middle_income,12100,71.9
arg,Argentina,america,1989,upper_middle_income,11100,72
arg,Argentina,america,1990,upper_middle_income,10800,72.1
arg,Argentina,america,1991,upper_middle_income,12000,72.3
arg,Argentina,america,1992,upper_middle_income,13300,72.5
arg,Argentina,america,1993,upper_middle_income,13900,72.7
arg,Argentina,america,1994,upper_middle_income,14500,73
arg,Argentina,america,1995,upper_middle_income,13900,73.1
arg,Argentina,america,1996,upper_middle_income,14500,73.3
arg,Argentina,america,1997,upper_middle_income,15500,73.5
arg,Argentina,america,1998,upper_middle_income,15900,73.7
arg,Argentina,america,1999,upper_middle_income,15200,73.9
arg,Argentina,america,2000,upper_middle_income,14900,74.2
arg,Argentina,america,2001,upper_middle_income,14100,74.4
arg,Argentina,america,2002,upper_middle_income,12400,74.5
arg,Argentina,america,2003,upper_middle_income,13400,74.6
arg,Argentina,america,2004,upper_middle_income,14400,74.9
arg,Argentina,america,2005,upper_middle_income,15500,75.2
arg,Argentina,america,2006,upper_middle_income,16600,75.3
arg,Argentina,america,2007,upper_middle_income,17900,75.3
arg,Argentina,america,2008,upper_middle_income,18400,75.5
arg,Argentina,america,2009,upper_middle_income,17200,75.7
arg,Argentina,america,2010,upper_middle_income,18700,75.8
arg,Argentina,america,2011,upper_middle_income,19600,76
arg,Argentina,america,2012,upper_middle_income,19200,76.1
arg,Argentina,america,2013,upper_middle_income,19500,76.2
arg,Argentina,america,2014,upper_middle_income,18800,76.4
arg,Argentina,america,2015,upper_middle_income,19100,76.5
arg,Argentina,america,2016,upper_middle_income,18500,76.7
arg,Argentina,america,2017,upper_middle_income,18700,76.8
arg,Argentina,america,2018,upper_middle_income,18900,77
arm,Armenia,europe_central_asia,1950,lower_middle_income,1860,58.7
arm,Armenia,europe_central_asia,1951,lower_middle_income,1840,58.8
arm,Armenia,europe_central_asia,1952,lower_middle_income,1920,59.2
arm,Armenia,europe_central_asia,1953,lower_middle_income,1960,59.5
arm,Armenia,europe_central_asia,1954,lower_middle_income,2020,59.9
arm,Armenia,europe_central_asia,1955,lower_middle_income,2140,60.3
arm,Armenia,europe_central_asia,1956,lower_middle_income,2300,60.6
arm,Armenia,europe_central_asia,1957,lower_middle_income,2300,60.9
arm,Armenia,europe_central_asia,1958,lower_middle_income,2420,61.3
arm,Armenia,europe_central_asia,1959,lower_middle_income,2350,61.7
arm,Armenia,europe_central_asia,1960,lower_middle_income,2520,62
arm,Armenia,europe_central_asia,1961,lower_middle_income,2610,62.4
arm,Armenia,europe_central_asia,1962,lower_middle_income,2640,62.7
arm,Armenia,europe_central_asia,1963,lower_middle_income,2540,63.1
arm,Armenia,europe_central_asia,1964,lower_middle_income,2830,63.5
arm,Armenia,europe_central_asia,1965,lower_middle_income,2950,63.8
arm,Armenia,europe_central_asia,1966,lower_middle_income,3060,64.2
arm,Armenia,europe_central_asia,1967,lower_middle_income,3150,64.5
arm,Armenia,europe_central_asia,1968,lower_middle_income,3300,64.9
arm,Armenia,europe_central_asia,1969,lower_middle_income,3320,65.2
arm,Armenia,europe_central_asia,1970,lower_middle_income,3540,65.5
arm,Armenia,europe_central_asia,1971,lower_middle_income,3590,66
arm,Armenia,europe_central_asia,1972,lower_middle_income,3580,66.5
arm,Armenia,europe_central_asia,1973,lower_middle_income,3840,67.1
arm,Armenia,europe_central_asia,1974,lower_middle_income,3880,67.6
arm,Armenia,europe_central_asia,1975,lower_middle_income,3820,68
arm,Armenia,europe_central_asia,1976,lower_middle_income,3920,68.4
arm,Armenia,europe_central_asia,1977,lower_middle_income,3940,68.8
arm,Armenia,europe_central_asia,1978,lower_middle_income,3970,69.2
arm,Armenia,europe_central_asia,1979,lower_middle_income,3880,69.4
arm,Armenia,europe_central_asia,1980,lower_middle_income,3820,69.6
arm,Armenia,europe_central_asia,1981,lower_middle_income,3790,69.9
arm,Armenia,europe_central_asia,1982,lower_middle_income,3820,70.4
arm,Armenia,europe_central_asia,1983,lower_middle_income,3870,70.3
arm,Armenia,europe_central_asia,1984,lower_middle_income,3850,70.6
arm,Armenia,europe_central_asia,1985,lower_middle_income,3810,70.7
arm,Armenia,europe_central_asia,1986,lower_middle_income,3900,71.2
arm,Armenia,europe_central_asia,1987,lower_middle_income,3880,71.4
arm,Armenia,europe_central_asia,1988,lower_middle_income,3890,55
arm,Armenia,europe_central_asia,1989,lower_middle_income,3900,70.6
arm,Armenia,europe_central_asia,1990,lower_middle_income,3740,70.2
arm,Armenia,europe_central_asia,1991,lower_middle_income,3340,70
arm,Armenia,europe_central_asia,1992,lower_middle_income,1980,69
arm,Armenia,europe_central_asia,1993,lower_middle_income,1850,68.7
arm,Armenia,europe_central_asia,1994,lower_middle_income,1990,68.9
arm,Armenia,europe_central_asia,1995,lower_middle_income,2170,69.3
arm,Armenia,europe_central_asia,1996,lower_middle_income,2340,69.5
arm,Armenia,europe_central_asia,1997,lower_middle_income,2440,70.3
